
1 | 21
2 | 101
3 | 38
4 | 35
5 | 134
6 | 31
7 | 41
8 | 159
9 | 67
10 | 57
11 | 115
12 | 382
13 | 125
14 | 172
15 | 38
16 | 63
17 | 175
18 | 301
19 | 163
20 | 88
21 | 96
22 | 23
23 | 44
24 | 273
25 | 259
26 | 16
27 | 162
28 | 219
29 | 37
30 | 53
31 | 570
32 | 58
33 | 52
34 | 60
35 | 30
36 | 258
37 | 288
38 | 57
39 | 195
40 | 73
41 | 15
42 | 35
43 | 41
44 | 113
45 | 249
46 | 56
47 | 64
48 | 66
49 | 31
50 | 39
51 | 87
52 | 428
53 | 139
54 | 84
55 | 213
56 | 157
57 | 490
58 | 43
59 | 529
60 | 197
61 | 33
62 | 78
63 | 51
64 | 202
65 | 136
66 | 64
67 | 254
68 | 87
69 | 45
70 | 481
71 | 35
72 | 94
73 | 306
74 | 194
75 | 226
76 | 564
77 | 291
78 | 45
79 | 307
80 | 55
81 | 48
82 | 88
83 | 38
84 | 278
85 | 39
86 | 295
87 | 134
88 | 46
89 | 53
90 | 14
91 | 129
92 | 82
93 | 45
94 | 33
95 | 179
96 | 49
97 | 277
98 | 43
99 | 118
100 | 24
101 | 274
102 | 76
103 | 23
104 | 185
105 | 323
106 | 47
107 | 156
108 | 68
109 | 116
110 | 129
111 | 182
112 | 34
113 | 112
114 | 502
115 | 197
116 | 146
117 | 51
118 | 35
119 | 76
120 | 89
121 | 271
122 | 26
123 | 29
124 | 53
125 | 95
126 | 33
127 | 43
128 | 36
129 | 17
130 | 316
131 | 221
132 | 203
133 | 246
134 | 163
135 | 96
136 | 172
137 | 325
138 | 94
139 | 34
140 | 540
141 | 148
142 | 14
143 | 112
144 | 35
145 | 321
146 | 212
147 | 80
148 | 280
149 | 52
150 | 35
151 | 41
152 | 208
153 | 130
154 | 152
155 | 47
156 | 33
157 | 53
158 | 86
159 | 70
160 | 56
161 | 111
162 | 161
163 | 47
164 | 109
165 | 101
166 | 297
167 | 526
168 | 118
169 | 182
170 | 240
171 | 69
172 | 80
173 | 151
174 | 40
175 | 92
176 | 58
177 | 117
178 | 67
179 | 198
180 | 238
181 | 72
182 | 363
183 | 52
184 | 12
185 | 25
186 | 187
187 | 139
188 | 99
189 | 45
190 | 116
191 | 19
192 | 85
193 | 55
194 | 178
195 | 169
196 | 66
197 | 83
198 | 58
199 | 89
200 | 34
201 | 117
202 | 303
203 | 24
204 | 188
205 | 481
206 | 76
207 | 261
208 | 133
209 | 37
210 | 92
211 | 151
212 | 194
213 | 166
214 | 62
215 | 178
216 | 37
217 | 64
218 | 311
219 | 19
220 | 180
221 | 34
222 | 42
223 | 30
224 | 175
225 | 48
226 | 6
227 | 105
228 | 25
229 | 14
230 | 117
231 | 46
232 | 30
233 | 96
234 | 31
235 | 47
236 | 39
237 | 333
238 | 143
239 | 62
240 | 18
241 | 106
242 | 64
243 | 230
244 | 28
245 | 136
246 | 31
247 | 28
248 | 50
249 | 70
250 | 197
251 | 54
252 | 58
253 | 181
254 | 21
255 | 191
256 | 34
257 | 29
258 | 69
259 | 58
260 | 14
261 | 39
262 | 41
263 | 158
264 | 26
265 | 22
266 | 38
267 | 101
268 | 68
269 | 230
270 | 81
271 | 28
272 | 71
273 | 35
274 | 8
275 | 93
276 | 83
277 | 92
278 | 25
279 | 90
280 | 96
281 | 184
282 | 68
283 | 32
284 | 219
285 | 256
286 | 530
287 | 224
288 | 10
289 | 35
290 | 159
291 | 112
292 | 32
293 | 74
294 | 249
295 | 91
296 | 185
297 | 41
298 | 48
299 | 50
300 | 282
301 | 41
302 | 82
303 | 82
304 | 87
305 | 347
306 | 81
307 | 27
308 | 239
309 | 98
310 | 23
311 | 101
312 | 64
313 | 49
314 | 211
315 | 68
316 | 78
317 | 129
318 | 39
319 | 36
320 | 176
321 | 51
322 | 35
323 | 61
324 | 39
325 | 126
326 | 128
327 | 199
328 | 136
329 | 21
330 | 53
331 | 43
332 | 31
333 | 22
334 | 84
335 | 83
336 | 39
337 | 51
338 | 113
339 | 53
340 | 14
341 | 72
342 | 47
343 | 142
344 | 22
345 | 175
346 | 96
347 | 28
348 | 165
349 | 114
350 | 77
351 | 56
352 | 131
353 | 16
354 | 130
355 | 74
356 | 38
357 | 103
358 | 140
359 | 59
360 | 25
361 | 20
362 | 16
363 | 88
364 | 36
365 | 120
366 | 249
367 | 44
368 | 83
369 | 19
370 | 36
371 | 16
372 | 55
373 | 30
374 | 56
375 | 82
376 | 30
377 | 39
378 | 13
379 | 35
380 | 40
381 | 28
382 | 71
383 | 45
384 | 43
385 | 26
386 | 30
387 | 39
388 | 9
389 | 56
390 | 98
391 | 196
392 | 17
393 | 28
394 | 77
395 | 49
396 | 29
397 | 155
398 | 53
399 | 34
400 | 136
401 | 28
402 | 27
403 | 130
404 | 18
405 | 95
406 | 88
407 | 80
408 | 29
409 | 126
410 | 81
411 | 73
412 | 122
413 | 23
414 | 14
415 | 64
416 | 45
417 | 43
418 | 53
419 | 29
420 | 67
421 | 173
422 | 132
423 | 136
424 | 20
425 | 145
426 | 114
427 | 254
428 | 75
429 | 53
430 | 43
431 | 31
432 | 34
433 | 95
434 | 78
435 | 76
436 | 84
437 | 130
438 | 39
439 | 99
440 | 57
441 | 126
442 | 15
443 | 21
444 | 67
445 | 37
446 | 24
447 | 45
448 | 39
449 | 29
450 | 128
451 | 40
452 | 57
453 | 72
454 | 35
455 | 111
456 | 39
457 | 23
458 | 113
459 | 17
460 | 47
461 | 160
462 | 99
463 | 32
464 | 52
465 | 90
466 | 30
467 | 98
468 | 27
469 | 83
470 | 24
471 | 38
472 | 165
473 | 38
474 | 35
475 | 82
476 | 62
477 | 63
478 | 40
479 | 29
480 | 20
481 | 18
482 | 56
483 | 18
484 | 39
485 | 25
486 | 66
487 | 15
488 | 40
489 | 22
490 | 25
491 | 45
492 | 20
493 | 48
494 | 15
495 | 64
496 | 34
497 | 136
498 | 129
499 | 20
500 | 26
501 | 60
502 | 49
503 | 28
504 | 120
505 | 17
506 | 43
507 | 118
508 | 24
509 | 43
510 | 71
511 | 90
512 | 44
513 | 25
514 | 199
515 | 126
516 | 69
517 | 129
518 | 45
519 | 21
520 | 50
521 | 112
522 | 115
523 | 26
524 | 56
525 | 87
526 | 34
527 | 119
528 | 41
529 | 39
530 | 89
531 | 141
532 | 65
533 | 33
534 | 16
535 | 104
536 | 75
537 | 30
538 | 34
539 | 33
540 | 243
541 | 71
542 | 85
543 | 33
544 | 69
545 | 39
546 | 54
547 | 46
548 | 10
549 | 14
550 | 119
551 | 58
552 | 65
553 | 34
554 | 138
555 | 32
556 | 51
557 | 89
558 | 31
559 | 31
560 | 64
561 | 60
562 | 30
563 | 18
564 | 14
565 | 38
566 | 64
567 | 19
568 | 141
569 | 26
570 | 22
571 | 184
572 | 96
573 | 124
574 | 11
575 | 27
576 | 42
577 | 14
578 | 80
579 | 53
580 | 24
581 | 23
582 | 73
583 | 13
584 | 171
585 | 25
586 | 75
587 | 63
588 | 36
589 | 21
590 | 25
591 | 19
592 | 60
593 | 12
594 | 112
595 | 18
596 | 45
597 | 19
598 | 31
599 | 22
600 | 51
601 | 32
602 | 96
603 | 16
604 | 35
605 | 23
606 | 53
607 | 31
608 | 18
609 | 114
610 | 15
611 | 70
612 | 29
613 | 124
614 | 28
615 | 50
616 | 69
617 | 21
618 | 12
619 | 101
620 | 18
621 | 97
622 | 40
623 | 16
624 | 18
625 | 35
626 | 27
627 | 81
628 | 9
629 | 40
630 | 49
631 | 33
632 | 57
633 | 153
634 | 41
635 | 19
636 | 25
637 | 30
638 | 23
639 | 257
640 | 53
641 | 33
642 | 49
643 | 31
644 | 78
645 | 14
646 | 18
647 | 17
648 | 19
649 | 48
650 | 41
651 | 18
652 | 16
653 | 91
654 | 15
655 | 80
656 | 24
657 | 48
658 | 57
659 | 23
660 | 17
661 | 23
662 | 40
663 | 72
664 | 40
665 | 58
666 | 32
667 | 99
668 | 33
669 | 38
670 | 117
671 | 47
672 | 44
673 | 142
674 | 12
675 | 48
676 | 55
677 | 33
678 | 42
679 | 13
680 | 18
681 | 138
682 | 16
683 | 29
684 | 16
685 | 53
686 | 29
687 | 40
688 | 39
689 | 32
690 | 20
691 | 10
692 | 26
693 | 36
694 | 110
695 | 83
696 | 149
697 | 52
698 | 32
699 | 99
700 | 15
701 | 45
702 | 22
703 | 120
704 | 18
705 | 20
706 | 9
707 | 38
708 | 121
709 | 265
710 | 81
711 | 12
712 | 14
713 | 27
714 | 27
715 | 44
716 | 31
717 | 22
718 | 80
719 | 40
720 | 29
721 | 99
722 | 145
723 | 14
724 | 77
725 | 70
726 | 17
727 | 15
728 | 105
729 | 72
730 | 15
731 | 14
732 | 30
733 | 86
